Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.49     0.00   637875     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::array<int, 2ul> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::array<int, 2ul> >*&, std::_Rb_tree_node_base*&)
  0.00      1.49     0.00   637875     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_Alloc_node::_Alloc_node(std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >&)
  0.00      1.49     0.00   637875     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_get_node()
  0.00      1.49     0.00   637875     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_put_node(std::_Rb_tree_node<std::array<int, 2ul> >*)
  0.00      1.49     0.00   637875     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_drop_node(std::_Rb_tree_node<std::array<int, 2ul> >*)
  0.00      1.49     0.00   637875     0.00     0.00  std::_Rb_tree_node<std::array<int, 2ul> >* std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_create_node<std::array<int, 2ul> >(std::array<int, 2ul>&&)
  0.00      1.49     0.00   637875     0.00     0.00  std::_Rb_tree_node<std::array<int, 2ul> >*& std::forward<std::_Rb_tree_node<std::array<int, 2ul> >*&>(std::remove_reference<std::_Rb_tree_node<std::array<int, 2ul> >*&>::type&)
  0.00      1.49     0.00   607500     0.00     0.00  std::_Rb_tree_const_iterator<std::array<int, 2ul> >::operator*() const
  0.00      1.49     0.00   607500     0.00     0.00  std::_Rb_tree_const_iterator<std::array<int, 2ul> >::operator++()
  0.00      1.49     0.00   527422     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      1.49     0.00   525251     0.00     0.00  node::node()
  0.00      1.49     0.00   518741     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_ptr() const
  0.00      1.49     0.00   518741     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_addr() const
  0.00      1.49     0.00   518741     0.00     0.00  std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::operator()(std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > const&) const
  0.00      1.49     0.00   518741     0.00     0.00  std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_valptr() const
  0.00      1.49     0.00   518741     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_S_key(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > const*)
  0.00      1.49     0.00   510220     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      1.49     0.00   510220     0.00     0.00  std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&)
  0.00      1.49     0.00   510220     0.00     0.00  std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  0.00      1.49     0.00   504595     0.00     0.00  void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&)
  0.00      1.49     0.00   504595     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
  0.00      1.49     0.00   504595     0.00     0.00  std::allocator<int>::allocator()
  0.00      1.49     0.00   504595     0.00     0.00  void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&)
  0.00      1.49     0.00   504595     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&)
  0.00      1.49     0.00   504220     0.00     0.00  std::initializer_list<int>::end() const
  0.00      1.49     0.00   504220     0.00     0.00  std::initializer_list<int>::size() const
  0.00      1.49     0.00   504220     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&)
  0.00      1.49     0.00   504220     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<int const*, int*>(int const*, int const*, int*)
  0.00      1.49     0.00   504220     0.00     0.00  std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&)
  0.00      1.49     0.00   504220     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag)
  0.00      1.49     0.00   504220     0.00     0.00  std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&)
  0.00      1.49     0.00   504220     0.00     0.00  std::iterator_traits<int const*>::difference_type std::__distance<int const*>(int const*, int const*, std::random_access_iterator_tag)
  0.00      1.49     0.00   504220     0.00     0.00  int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*)
  0.00      1.49     0.00   504220     0.00     0.00  int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*)
  0.00      1.49     0.00   504220     0.00     0.00  std::iterator_traits<int const*>::iterator_category std::__iterator_category<int const*>(int const* const&)
  0.00      1.49     0.00   504220     0.00     0.00  int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&)
  0.00      1.49     0.00   504220     0.00     0.00  int* std::copy<int const*, int*>(int const*, int const*, int*)
  0.00      1.49     0.00   504220     0.00     0.00  std::iterator_traits<int const*>::difference_type std::distance<int const*>(int const*, int const*)
  0.00      1.49     0.00   344126     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_S_right(std::_Rb_tree_node_base*)
  0.00      1.49     0.00   265500     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::begin()
  0.00      1.49     0.00   235125     0.00     0.00  std::operator==(std::_Rb_tree_iterator<std::array<int, 2ul> > const&, std::_Rb_tree_iterator<std::array<int, 2ul> > const&)
  0.00      1.49     0.00   182250     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&)
  0.00      1.49     0.00   173250     0.00     0.00  std::_Rb_tree_iterator<std::array<int, 2ul> >::operator--()
  0.00      1.49     0.00   166476     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_Rb_tree_iterator(std::_Rb_tree_node_base*)
  0.00      1.49     0.00   151875     0.00     0.00  std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&)
  0.00      1.49     0.00   151875     0.00     0.00  std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&)
  0.00      1.49     0.00   151875     0.00     0.00  std::tuple<std::array<int, 2ul>&&>&& std::forward<std::tuple<std::array<int, 2ul>&&> >(std::remove_reference<std::tuple<std::array<int, 2ul>&&> >::type&)
  0.00      1.49     0.00   121500     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_get_Node_allocator()
  0.00      1.49     0.00   113613     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_end()
  0.00      1.49     0.00   113238     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_addr()
  0.00      1.49     0.00   113238     0.00     0.00  std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_valptr()
  0.00      1.49     0.00   100844     0.00     0.00  CreateSparseExactCoverMatrix::addSparseExactCoverMatrix(int, int, int, int)
  0.00      1.49     0.00    92877     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_S_left(std::_Rb_tree_node_base*)
  0.00      1.49     0.00    82113     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      1.49     0.00    60750     0.00     0.00  std::operator!=(std::_Rb_tree_const_iterator<std::array<int, 2ul> > const&, std::_Rb_tree_const_iterator<std::array<int, 2ul> > const&)
  0.00      1.49     0.00    60000     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_rightmost()
  0.00      1.49     0.00    53238     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_mbegin() const
  0.00      1.49     0.00    53238     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_begin()
  0.00      1.49     0.00    52863     0.00     0.00  std::operator==(std::_Rb_tree_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > const&, std::_Rb_tree_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > const&)
  0.00      1.49     0.00    52488     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*, std::_Rb_tree_node_base*, std::array<int, 2ul> const&)
  0.00      1.49     0.00    52488     0.00     0.00  std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::end()
  0.00      1.49     0.00    51606     0.00     0.00  std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*)
  0.00      1.49     0.00    34404     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const
  0.00      1.49     0.00    30750     0.00     0.00  std::_Rb_tree_header::_M_reset()
  0.00      1.49     0.00    30750     0.00     0.00  std::_Rb_tree_header::_Rb_tree_header()
  0.00      1.49     0.00    30750     0.00     0.00  std::_Rb_tree_key_compare<std::less<std::array<int, 2ul> > >::_Rb_tree_key_compare()
  0.00      1.49     0.00    30750     0.00     0.00  std::operator==(std::_Rb_tree_const_iterator<std::array<int, 2ul> > const&, std::_Rb_tree_const_iterator<std::array<int, 2ul> > const&)
  0.00      1.49     0.00    30375     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::deallocate(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*, unsigned long)
  0.00      1.49     0.00    30375     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::destroy<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >(std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >*)
  0.00      1.49     0.00    30375     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::allocate(unsigned long, void const*)
  0.00      1.49     0.00    30375     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::construct<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >*, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&)
